type,sku,collection,collection_slug,name,price,is_preorder,edition_size,render_output_slug,render_source_override,render_back_source_override,render_is_tech_flat,render_is_accessory,render_variant_of,description,sizes,color
simple,br-001,Black Rose,black-rose,BLACK Rose Crewneck,35,0,250,black-rose-crewneck,black-rose-crewneck-techflat-v4.jpg,,1,,,Gothic luxury blooms in twilight. Embroidered with defiant elegance, a dark romance woven in every thread.,S|M|L|XL|2XL|3XL,Black
simple,br-002,Black Rose,black-rose,BLACK Rose Joggers,50,1,250,black-rose-joggers,black-rose-joggers-source.jpg,,,,,"Twilight comfort meets gothic romance. Embroidered black roses bloom on soft fabric.",S|M|L|XL|2XL|3XL,Black
simple,br-003,Black Rose,black-rose,BLACK is Beautiful Jersey,45,0,250,black-is-beautiful-jersey,black-is-beautiful-jersey-techflat-black-front.jpeg,black-is-beautiful-jersey-techflat-black-back.jpeg,,,,A bold statement in luxury athletic wear. Black is beautiful and this jersey proves it.,S|M|L|XL|2XL|3XL,Black
simple,br-003-oakland,Black Rose,black-rose,BLACK is Beautiful Jersey (Oakland),45,0,250,black-is-beautiful-jersey-oakland,black-is-beautiful-jersey-techflat-oakland-front.jpeg,black-is-beautiful-jersey-techflat-oakland-back.jpeg,,,br-003,A bold statement in luxury athletic wear. Black is beautiful and this jersey proves it.,S|M|L|XL|2XL|3XL,Black
simple,br-003-giants,Black Rose,black-rose,BLACK is Beautiful Jersey (Giants),45,0,250,black-is-beautiful-jersey-giants,black-is-beautiful-jersey-techflat-giants-front.jpeg,black-is-beautiful-jersey-techflat-giants-back.jpeg,,,br-003,A bold statement in luxury athletic wear. Black is beautiful and this jersey proves it.,S|M|L|XL|2XL|3XL,Black/Orange
simple,br-003-white,Black Rose,black-rose,BLACK is Beautiful Jersey (White),45,0,250,black-is-beautiful-jersey-white,black-is-beautiful-jersey-techflat-white-front.jpeg,black-is-beautiful-jersey-techflat-white-back.jpeg,,,br-003,A bold statement in luxury athletic wear. Black is beautiful and this jersey proves it.,S|M|L|XL|2XL|3XL,White
simple,br-004,Black Rose,black-rose,BLACK Rose Hoodie,40,1,250,black-rose-hoodie,black-rose-hoodie-product.jpg,,,,,Gothic luxury in twilight shadows. Intricate embroidery captures the bloom of darkness.,S|M|L|XL|2XL|3XL,Black
simple,br-005,Black Rose,black-rose,BLACK Rose Hoodie — Signature Edition,65,1,250,black-rose-hoodie-signature-edition,black-rose-hoodie-signature-edition-hoodie-ltd-source.jpg,,,,,The definitive Black Rose hoodie. Signature edition with premium detailing and numbered tag.,S|M|L|XL|2XL|3XL,Black
simple,br-006,Black Rose,black-rose,BLACK Rose Sherpa Jacket,95,1,250,black-rose-sherpa-jacket,black-rose-sherpa-jacket-sherpa-product.jpg,,,,,"Lustrous black satin with plush Sherpa lining, crowned by an exquisite embroidered rose.",S|M|L|XL|2XL|3XL,Black
simple,br-007,Black Rose,black-rose,BLACK Rose x Love Hurts Basketball Shorts,65,1,250,black-rose-love-hurts-basketball-shorts,black-rose-love-hurts-basketball-shorts-techflat-front.jpeg,black-rose-love-hurts-basketball-shorts-techflat-back.jpeg,1,,,Two worlds collide. A cross-collection collaboration merging Black Rose darkness with Love Hurts fire.,S|M|L|XL|2XL|3XL,Black
simple,br-008,Black Rose,black-rose,BLACK is Beautiful Jersey Series: 1. SF inspired,115,1,80,black-is-beautiful-football-jersey-red,black-is-beautiful-football-jersey-red-techflat-front.jpeg,black-is-beautiful-football-jersey-red-techflat-back.jpeg,1,,,Red #80 football jersey. SF 49ers inspired — alternating rose fill on numbers. Exclusive 80-piece edition.,S|M|L|XL|2XL|3XL,Red
simple,br-009,Black Rose,black-rose,BLACK is Beautiful Jersey Series: 2. LAST OAKLAND,115,1,80,black-is-beautiful-football-jersey-white,black-is-beautiful-football-jersey-white-techflat-front.jpeg,black-is-beautiful-football-jersey-white-techflat-back.jpeg,1,,,White #32 football jersey. White numbers with black border and alternating rose fill. LAST OAKLAND edition.,S|M|L|XL|2XL|3XL,White
simple,br-010,Black Rose,black-rose,BLACK is Beautiful Jersey Series: 3. THE BAY,115,1,80,black-is-beautiful-basketball-jersey,black-is-beautiful-basketball-jersey-techflat-front.jpeg,black-is-beautiful-basketball-jersey-techflat-back.jpeg,1,,,Basketball tank with THE BAY gold text. Rose circle graphic with grey/silver rose fade. Bay Area edition.,S|M|L|XL|2XL|3XL,White/Gold
"simple",br-011,Black Rose,black-rose,"BLACK is Beautiful Jersey Series: 4. THE ROSE (SHARKS EDITION)",115,1,80,black-is-beautiful-hockey-jersey,black-is-beautiful-hockey-jersey-design.jpg,,,,,"Hooded hockey jersey in black and teal. San Jose Sharks inspired — rose crest on front. Exclusive edition.",S|M|L|XL|2XL|3XL,Black/Teal
simple,lh-002,Love Hurts,love-hurts,Love Hurts Joggers,95,1,250,love-hurts-joggers,love-hurts-joggers-techflat-front.jpeg,love-hurts-joggers-techflat-back.jpeg,,,,Oakland grit meets luxury. Feel the fire with the embroidered rose — a symbol of passion.,S|M|L|XL|2XL|3XL,Black
simple,lh-003,Love Hurts,love-hurts,Love Hurts Basketball Shorts,75,1,250,love-hurts-basketball-shorts,love-hurts-basketball-shorts-front-source.jpg,love-hurts-basketball-shorts-back-source.jpg,,,,Oakland-inspired luxury streetwear. Defiant rose design on breathable mesh.,S|M|L|XL|2XL|3XL,Black
simple,lh-004,Love Hurts,love-hurts,Love Hurts Varsity Jacket,265,0,250,love-hurts-varsity-jacket,love-hurts-varsity-jacket-varsity-source.jpg,,,,,Oakland street couture. Satin shell with bold fire-red script and hidden rose garden in hood.,S|M|L|XL|2XL|3XL,Black
simple,lh-006,Love Hurts,love-hurts,The Fannie,45,1,250,the-fannie,the-fannie-pack-photo.jpg,,,1,,Oakland luxury meets everyday utility. The essential Love Hurts fanny pack with premium embroidery.,One Size,Black
simple,sg-001,Signature,signature,The Bridge Series 'The Bay Bridge' Shorts,195,1,250,the-bay-set,the-bay-set-shorts-source.jpeg,,,,,Embody West Coast luxury with this exclusive ensemble. Iconic blue rose and vibrant Bay Area skyline.,S|M|L|XL|2XL|3XL,Blue
simple,sg-002,Signature,signature,The Bridge Series 'Stay Golden' Shirt,65,1,250,stay-golden-tee,stay-golden-tee-techflat-v4.jpg,stay-golden-tee-classic-techflat-back.jpeg,1,,,Embrace West Coast prestige. Luxurious statement of Bay Area style featuring signature rose.,XS|S|M|L|XL|2XL,Gold
simple,sg-003,Signature,signature,The Bridge Series 'Stay Golden' Shorts,65,1,250,stay-golden-shorts,stay-golden-shorts-source.jpeg,,,,,From the Bridge Series. Athletic shorts in Stay Golden colorway celebrating Bay Area luxury.,S|M|L|XL|2XL|3XL,Gold
simple,sg-004,Signature,signature,The Signature Hoodie,55,1,250,the-signature-hoodie,,,,,The quintessential SkyyRose hoodie in signature colorway. Premium fleece with embroidered rose detail.,S|M|L|XL|2XL|3XL,Rose Gold
simple,sg-005,Signature,signature,The Bridge Series 'The Bay Bridge' Shirt,25,1,250,bay-bridge-shirt,bay-bridge-shirt-source.jpeg,,,,,From the Bridge Series. Athletic shirt celebrating the iconic Bay Area bridges.,S|M|L|XL|2XL,Navy
simple,sg-006,Signature,signature,Mint & Lavender Hoodie,45,1,250,mint-lavender-hoodie,mint-lavender-hoodie-techflat-front.jpeg,mint-lavender-hoodie-techflat-back.jpeg,,,,Sweet pastel vibes meet streetwear luxury. Mint and lavender colorblock with signature rose detail.,S|M|L|XL|2XL|3XL,Mint/Lavender
simple,sg-007,Signature,signature,The Signature Beanie,25,1,250,signature-beanie,signature-beanie-green.jpeg,,,1,,Classic fitted beanie with embroidered signature rose. West Coast luxury meets everyday warmth.,One Size,Black
simple,sg-009,Signature,signature,The Sherpa Jacket,80,1,250,the-sherpa-jacket,,,,,Plush sherpa warmth in the SkyyRose signature colorway. Luxury outerwear for the West Coast.,S|M|L|XL|2XL|3XL,Cream
simple,sg-011,Signature,signature,Original Label Tee (White),30,1,250,original-label-tee-white,,,,,"The original SkyyRose label tee in clean white. Minimal design, signature branding.",S|M|L|XL|2XL|3XL,White
simple,sg-012,Signature,signature,Original Label Tee (Orchid),30,1,250,original-label-tee-orchid,,,,,"The original SkyyRose label tee in rich orchid. Minimal design, signature branding.",S|M|L|XL|2XL|3XL,Orchid
simple,sg-013,Signature,signature,Mint & Lavender Crewneck,40,1,250,mint-lavender-crewneck,mint-lavender-crewneck-techflat-front.jpeg,mint-lavender-crewneck-techflat-back.jpeg,,,,Pastel luxury in crewneck form. Mint and lavender colorblock with signature rose embroidery.,S|M|L|XL|2XL|3XL,Mint/Lavender
simple,sg-014,Signature,signature,Mint & Lavender Sweatpants,45,1,250,mint-lavender-sweatpants,mint-lavender-sweatpants-techflat-front.jpeg,mint-lavender-sweatpants-techflat-back.jpeg,,,,Pastel luxury meets streetwear comfort. Mint and lavender sweatpants with signature rose detail.,S|M|L|XL|2XL|3XL,Mint/Lavender
simple,kids-001,Kids Capsule,kids-capsule,Kids Red Set,40,0,250,kids-red-set,colorblock-red-set-real.jpg,,,,,Bold red and black V-chevron colorblock hoodie and jogger set. Designed for young ones who wear luxury from the start.,2T|3T|4T|5|6|7,Red/Black
simple,kids-002,Kids Capsule,kids-capsule,Kids Purple Set,40,0,250,kids-purple-set,colorblock-purple-set-real.jpg,,,,,Rich purple and black V-chevron colorblock hoodie and jogger set. Little ones deserve luxury too.,2T|3T|4T|5|6|7,Purple/Black
